,song,artist,chord_progression,key
2716,Dont Cry,Guns N Roses,"['Am', 'Dm', 'G', 'C']",C
2717,Dont Cry,Guns N Roses,"['F', 'G', 'Am']",C
2718,Ulan,Rivermaya,"['Am', 'Em', 'Am', 'Em', 'Am', 'D', 'D9', 'Dsus']",G
2719,Ulan,Rivermaya,"['G', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'D']",G
2720,Ulan,Rivermaya,"['A', 'D', 'A', 'D', 'A', 'D', 'E']",A
2721,Dare You To Move,Switchfoot,"['B', 'E', 'Badd11', 'Aadd9']",E
2722,Beautiful Soul,Jesse McCartney,"['A', 'E', 'F#m', 'D', 'F#m', 'E', 'A', 'D']",A
2723,Beautiful Soul,Jesse McCartney,"['D', 'A', 'E', 'F#m']",A
2724,Beautiful Soul,Jesse McCartney,"['D', 'A', 'E', 'F#m', 'D', 'F#m', 'E', 'A']",A
2725,Beautiful Soul,Jesse McCartney,"['D', 'A', 'E', 'F#m']",A
2726,Whatsername,Green Day,"['G', 'D', 'A', 'D']",D
2727,Whatsername,Green Day,"['A', 'G']",D
2728,Fake Plastic Trees,Radiohead,"['Bm7add11', 'A', 'E6']",A
2729,I Dont Want To Be,Gavin DeGraw,"['Ab', 'Eb', 'Bb', 'Cm']",Eb
2730,I Dont Want To Be,Gavin DeGraw,"['C', 'Bb', 'F']",F
2731,I Dont Want To Be,Gavin DeGraw,"['Ab', 'Eb', 'Bb', 'Cm']",Eb
2732,I Dont Want To Be,Gavin DeGraw,"['C', 'Bb', 'F']",F
2733,Pieces,Sum 41,"['Dm', 'Bbsus2', 'F', 'C']",F
2734,Pieces,Sum 41,"['Dm', 'C', 'Bbsus2', 'F']",F
2735,Pieces,Sum 41,"['Bbsus2', 'F', 'C']",F
2736,Under The Milky Way,The Church,"['C', 'G', 'Am', 'Am']",C
2737,Under The Milky Way,The Church,"['C', 'G', 'Am', 'Am']",C
2738,Give Me Novacaine,Green Day,"['A', 'F#m', 'Bm', 'E']",A
2739,Whiskey Lullaby,Brad Paisley,"['A', 'Bm', 'A', 'G', 'D']",D
2740,Whiskey Lullaby,Brad Paisley,"['Bm', 'A', 'D']",D
2741,The Book Of Love,Peter Gabriel,"['G', 'C', 'D', 'G']",G
2742,The Book Of Love,Peter Gabriel,"['G', 'C', 'D', 'G']",G
2743,Someday,The Strokes,"['D', 'A', 'A', 'E7', 'F#m']",A
2744,Someday,The Strokes,"['A', 'Bm7', 'D', 'A']",A
2745,Someday,The Strokes,"['D', 'A', 'A', 'E7', 'F#m']",A
2746,Someday,The Strokes,"['A', 'Bm7', 'D', 'A']",A
2747,Bless The Broken Road,Rascal Flatts,"['G', 'C', 'F', 'C']",C
2748,Bless The Broken Road,Rascal Flatts,"['F', 'G', 'C', 'F', 'G', 'C', 'C']",C
2749,Bless The Broken Road,Rascal Flatts,"['C', 'G', 'Am', 'F', 'G', 'C']",C
2750,Bless The Broken Road,Rascal Flatts,"['F', 'C', 'G', 'Am']",C
2751,Bless The Broken Road,Rascal Flatts,"['G', 'C', 'F', 'C']",C
2752,Bless The Broken Road,Rascal Flatts,"['C', 'F', 'G', 'C']",C
2753,Bless The Broken Road,Rascal Flatts,"['F', 'G', 'C']",C
2754,Bless The Broken Road,Rascal Flatts,"['C', 'F', 'G']",C
2755,Under The Bridge,Red Hot Chili Peppers,"['E', 'B', 'C#m', 'G#m', 'A', 'E', 'B', 'C#m', 'A']",E
2756,Under The Bridge,Red Hot Chili Peppers,"['F#m', 'E', 'B']",E
2757,Under The Bridge,Red Hot Chili Peppers,"['A', 'E', 'B', 'C#m']",E
2758,Under The Bridge,Red Hot Chili Peppers,"['F#m', 'E', 'B']",E
2759,When Youre Gone,The Cranberries,"['C', 'Am', 'Em', 'G']",C
2760,When Youre Gone,The Cranberries,"['C', 'Am', 'Em', 'F']",C
2761,When Youre Gone,The Cranberries,"['C', 'Am', 'Em', 'G']",C
2762,When Youre Gone,The Cranberries,"['C', 'Am', 'Em', 'F']",C
2763,Ill Stand By You,The Pretenders,"['D', 'Bm7', 'Am7', 'G']",G
2764,Ill Stand By You,The Pretenders,"['D', 'Bm7', 'Am7', 'G']",G
2765,Cannonball,Damien Rice,"['D', 'G', 'D', 'G', 'D', 'G', 'D', 'Am7', 'Cadd9']",G
2766,Cannonball,Damien Rice,"['Em7', 'Cadd9', 'G', 'G/F#']",C
2767,Cannonball,Damien Rice,"['D', 'Am7', 'Cadd9']",G
2768,Cant You See,The Marshall Tucker Band,"['D', 'C', 'G', 'D']",G
2769,Cant You See,The Marshall Tucker Band,"['D', 'C', 'G', 'D']",G
2770,Eagles Wings,Hillsongs,"['G', 'Am', 'D', 'G', 'C', 'Am', 'D']",G
2771,Eagles Wings,Hillsongs,"['D', 'G', 'C', 'Am', 'D', 'G', 'C']",G
2772,Eagles Wings,Hillsongs,"['Am', 'D', 'G', 'C']",G
2773,Eagles Wings,Hillsongs,"['D', 'G', 'C', 'Am']",G
2774,Eagles Wings,Hillsongs,"['Am', 'D', 'G']",G
2775,Eagles Wings,Hillsongs,"['D', 'G', 'C']",G
2776,Fallin,Alicia Keys,"['Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7']",C
2777,Fallin,Alicia Keys,"['Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em']",C
2778,Fallin,Alicia Keys,"['Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7']",C
2779,Fallin,Alicia Keys,"['Em', 'Bm7']",C
2780,Fallin,Alicia Keys,"['Bm7', 'Em']",C
2781,Fallin,Alicia Keys,"['Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7']",C
2782,Fallin,Alicia Keys,"['Em', 'Bm7', 'Em', 'Bm7', 'Em', 'Bm7']",C
2783,Fallin,Alicia Keys,"['Bm7', 'Em', 'Bm7', 'Em', 'Bm7', 'Em']",C
2784,Fallin,Alicia Keys,"['Bm7', 'Em', 'Bm7', 'Em', 'Bm7']",C
2785,Fallin,Alicia Keys,"['Em', 'Bm7']",C
2786,Fallin,Alicia Keys,"['Bm7', 'Em']",C
2787,Fallin,Alicia Keys,"['Bm7', 'Em', 'Bm7']",C
2788,Take Me Home Country Roads,John Denver,"['A', 'E', 'F#m', 'D', 'A', 'E', 'D', 'A']",A
2789,Take Me Home Country Roads,John Denver,"['A', 'A', 'F#m', 'E', 'D']",A
2790,Take Me Home Country Roads,John Denver,"['D', 'A', 'E']",A
2791,Starman,David Bowie,"['Bb', 'F', 'C', 'F']",F
2792,Starman,David Bowie,"['F', 'Dm', 'Am', 'C', 'C7']",F
2793,Starman,David Bowie,"['Bb', 'F', 'C', 'F']",F
2794,How Can I Tell Her,Lobo,"['A', 'D', 'F#m', 'Em']",D
2795,How Can I Tell Her,Lobo,"['G', 'A', 'D']",D
2796,American Idiot,Green Day,"['A', 'D', 'G', 'D', 'A']",D
2797,American Idiot,Green Day,"['A', 'A', 'D', 'G', 'D']",D
2798,American Idiot,Green Day,"['D', 'A', 'E', 'A']",A
2799,American Idiot,Green Day,"['G', 'D', 'A']",D
2800,Lemon Tree,Fools Garden,"['Em', 'Bm']",C
2801,Lemon Tree,Fools Garden,"['Em', 'Bm', 'Em']",C
2802,Once In A Lifetime,Freestyle (Philippines),"['A5', 'E', 'Bm7', 'D']",A
2803,Once In A Lifetime,Freestyle (Philippines),"['A', 'E', 'Bm7', 'D']",A
2804,Once In A Lifetime,Freestyle (Philippines),"['E', 'B', 'F#', 'C#m7']",B
2805,Once In A Lifetime,Freestyle (Philippines),"['D5', 'C5', 'G']",G
2806,Crazy For You,Sponge Cola,"['A', 'E', 'F#m', 'D']",A
2807,Crazy For You,Sponge Cola,"['A', 'E', 'F#m', 'D']",A
2808,Fat Bottomed Girls,Queen,"['A', 'D', 'G', 'G', 'D', 'D', 'A']",D
2809,Fat Bottomed Girls,Queen,"['D', 'D', 'D']",D
2810,Fat Bottomed Girls,Queen,"['D', 'D', 'D', 'D', 'D']",D
2811,Fat Bottomed Girls,Queen,['D'],D
2812,Fat Bottomed Girls,Queen,"['D', 'A', 'D', 'G']",D
2813,Fat Bottomed Girls,Queen,"['G', 'D', 'A', 'D']",D
2814,Fat Bottomed Girls,Queen,"['A', 'D', 'G', 'D']",D
2815,Fat Bottomed Girls,Queen,"['D', 'D', 'D']",D
2816,Fat Bottomed Girls,Queen,"['D', 'A', 'D']",D
2817,Same Ground,Kitchie Nadal,"['A', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'G']",D
2818,Same Ground,Kitchie Nadal,"['A', 'G']",D
2819,Same Ground,Kitchie Nadal,"['A', 'G', 'A', 'G', 'A', 'G']",D
2820,Same Ground,Kitchie Nadal,"['A', 'G']",D
2821,I Live My Life For You,FireHouse,"['G', 'Em', 'Am', 'C', 'D']",G
2822,I Live My Life For You,FireHouse,"['C', 'D', 'G', 'Em', 'Am']",G
2823,I Live My Life For You,FireHouse,"['D', 'C', 'G', 'Am']",G
2824,I Live My Life For You,FireHouse,"['C', 'D', 'G']",G
2825,Englishman In New York,Sting,"['Em', 'A', 'Bm', 'Bm7']",D
2826,Englishman In New York,Sting,"['Em', 'A', 'Bm', 'Bm7', 'Em', 'A', 'Bm']",D
2827,Englishman In New York,Sting,"['Em', 'A', 'Bm', 'Em', 'A', 'Bm', 'Bm7']",D
2828,Englishman In New York,Sting,"['Em', 'A', 'Bm']",D
2829,Englishman In New York,Sting,"['Em', 'A', 'Bm', 'Bm7']",D
2830,Englishman In New York,Sting,"['Em', 'A', 'Bm']",D
2831,Whiskey Lullaby,Brad Paisley,"['D', 'A', 'Bm', 'G']",D
2832,Whiskey Lullaby,Brad Paisley,"['Bm', 'A', 'D']",D
2833,Boulevard Of Broken Dreams,Green Day,"['Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em']",D
2834,Boulevard Of Broken Dreams,Green Day,"['Em', 'G', 'D', 'A']",D
2835,Boulevard Of Broken Dreams,Green Day,"['Em', 'G', 'D', 'A', 'Em']",D
2836,Boulevard Of Broken Dreams,Green Day,"['Em', 'G', 'D', 'A']",D
2837,Boulevard Of Broken Dreams,Green Day,"['C', 'G', 'D', 'Em']",G
2838,Amber,311,"['C5', 'Am', 'Em']",C
2839,Amber,311,"['Em', 'C', 'Am']",C
2840,Amber,311,"['Am', 'Em', 'C5']",C
2841,Amber,311,"['C5', 'Am', 'Em']",C
2842,Amber,311,"['G', 'C5', 'Am']",G
2843,Underneath Your Clothes,Shakira,"['Em', 'Bm', 'C', 'D']",G
2844,Underneath Your Clothes,Shakira,"['Em', 'Bm', 'C', 'D']",G
2845,Underneath Your Clothes,Shakira,"['D', 'G', 'C']",G
2846,Underneath Your Clothes,Shakira,"['C', 'D', 'G']",G
2847,Endless Love,Lionel Richie,"['A', 'D', 'E', 'A', 'D', 'E', 'E']",A
2848,Endless Love,Lionel Richie,"['A', 'D', 'E', 'A', 'A']",A
2849,Endless Love,Lionel Richie,"['A', 'A', 'D', 'E']",A
2850,Endless Love,Lionel Richie,"['E', 'A', 'D', 'E']",A
2851,Endless Love,Lionel Richie,"['D', 'E', 'A', 'D']",A
2852,Endless Love,Lionel Richie,"['D', 'A']",D
2853,Endless Love,Lionel Richie,"['A', 'D', 'E']",A
2854,Endless Love,Lionel Richie,"['E', 'A', 'D']",A
2855,Endless Love,Lionel Richie,"['D', 'E', 'A']",A
2856,Blowin In The Wind,Bob Dylan,"['C', 'F', 'C', 'Am', 'C', 'F', 'G', 'G7']",C
2857,Born In The Usa,Bruce Springsteen,"['E', 'B', 'B', 'E']",E
2858,Born In The Usa,Bruce Springsteen,"['E', 'B', 'E', 'B', 'E', 'B']",E
2859,Born In The Usa,Bruce Springsteen,"['E', 'B']",E
2860,Born In The Usa,Bruce Springsteen,"['E', 'B', 'B', 'E']",E
2861,Born In The Usa,Bruce Springsteen,"['B', 'E', 'E']",B
2862,Since U Been Gone,Kelly Clarkson,"['Bm', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G']",C
2863,Since U Been Gone,Kelly Clarkson,"['Bm', 'C', 'G']",C
2864,Since U Been Gone,Kelly Clarkson,"['G', 'Bm', 'C']",G
2865,Since U Been Gone,Kelly Clarkson,"['Bm', 'C', 'G']",C
2866,You Make Me Feel Like A Natural Woman,Aretha Franklin,"['D', 'A']",D
2867,Cant Smile Without You,Barry Manilow,"['G', 'Em', 'Am7', 'D7']",G
2868,Chariot,Gavin DeGraw,"['Em', 'C', 'G', 'Bm']",C
2869,Chariot,Gavin DeGraw,"['Em', 'C', 'G', 'D']",G
2870,Chariot,Gavin DeGraw,"['G', 'Bm', 'Em', 'C']",G
2871,Chariot,Gavin DeGraw,"['Em', 'C', 'G', 'Bm']",C
2872,Volcano,Damien Rice,"['Am', 'Am', 'Am', 'Am', 'G', 'F', 'F', 'F', 'F', 'G']",C
2873,Volcano,Damien Rice,"['F', 'F', 'Am', 'Am']",F
2874,Volcano,Damien Rice,"['F', 'F', 'G', 'G']",C
2875,Volcano,Damien Rice,"['F', 'F', 'Am', 'Am']",F
2876,O Brother Where Art Thou - I Am A Man Of Constant Sorrow,Misc Soundtrack,"['C', 'F', 'F', 'F', 'Bb', 'C', 'F']",F
2877,O Brother Where Art Thou - I Am A Man Of Constant Sorrow,Misc Soundtrack,"['F', 'F', 'Bb', 'C', 'F']",F
2878,O Brother Where Art Thou - I Am A Man Of Constant Sorrow,Misc Soundtrack,"['C', 'F', 'F', 'F', 'Bb']",F
2879,Simple Man,Shinedown,"['C', 'G', 'Am', 'C', 'G', 'Am', 'C', 'G', 'Am']",C
2880,Simple Man,Shinedown,"['C', 'G', 'Am']",C
2881,Simple Man,Shinedown,"['C', 'G', 'Am']",C
2882,Do They Know Its Christmas,Band Aid 20,"['C', 'Em', 'C', 'Em', 'C']",C
2883,Do They Know Its Christmas,Band Aid 20,"['C', 'F', 'C', 'F', 'G']",C
2884,Do They Know Its Christmas,Band Aid 20,"['G', 'C', 'F']",C
2885,Do They Know Its Christmas,Band Aid 20,"['C', 'Em', 'C', 'Em', 'C']",C
2886,Do They Know Its Christmas,Band Aid 20,"['C', 'F', 'C', 'F', 'G']",C
2887,Do They Know Its Christmas,Band Aid 20,"['G', 'C', 'F', 'Dm']",C
2888,Do They Know Its Christmas,Band Aid 20,"['Am', 'G']",C
2889,Do They Know Its Christmas,Band Aid 20,"['C', 'Em', 'C']",C
2890,Do They Know Its Christmas,Band Aid 20,"['C', 'F', 'G']",C
2891,Do They Know Its Christmas,Band Aid 20,"['G', 'C', 'F']",C
2892,Heaven,Bryan Adams,"['Am', 'G', 'F', 'G', 'Am', 'C', 'F', 'F', 'G']",C
2893,Heaven,Bryan Adams,"['G', 'F', 'G', 'Am', 'C', 'F', 'F', 'G', 'Am']",C
2894,Heaven,Bryan Adams,"['Am', 'G', 'Dm', 'F']",C
2895,Ill Be There For You,The Rembrandts,"['E', 'A', 'D']",A
2896,Ill Be There For You,The Rembrandts,"['D', 'E', 'A']",A
2897,Ill Be There For You,The Rembrandts,"['A', 'D', 'E']",A
2898,Lean On Me,Bill Withers,"['G7', 'C', 'C', 'F', 'C', 'Em', 'G', 'C', 'F', 'C']",C
2899,Lean On Me,Bill Withers,"['C', 'G7', 'C', 'C']",C
2900,If You Leave Me Now,Chicago,"['Am', 'D', 'G', 'C']",G
2901,If You Leave Me Now,Chicago,"['C', 'G', 'C', 'G', 'C', 'C', 'C']",C
2902,If You Leave Me Now,Chicago,"['Am', 'D', 'G', 'C']",G
2903,Unwritten,Natasha Bedingfield,"['Dm', 'Gm', 'Bb', 'F', 'Dm', 'Gm', 'Bb', 'F', 'Dm', 'Gm']",Bb
2904,Unwritten,Natasha Bedingfield,"['F', 'Bb', 'F', 'Bb', 'F', 'Bb']",F
2905,Unwritten,Natasha Bedingfield,"['Dm', 'Gm', 'Bb', 'F', 'Dm', 'Gm']",Bb
2906,Unwritten,Natasha Bedingfield,"['Dm', 'Gm', 'Bb', 'F']",Bb
2907,Unwritten,Natasha Bedingfield,"['F', 'Bb']",F
2908,The Best,Tina Turner,"['F', 'Dm', 'C7']",F
2909,The Best,Tina Turner,"['G', 'Em', 'D7']",G
2910,Youll Be Safe Here,Rivermaya,"['Am', 'G', 'F', 'Dm', 'Am', 'G', 'Dm', 'Am', 'G', 'Dm']",C
2911,Youll Be Safe Here,Rivermaya,"['F', 'C', 'G', 'Dm']",C
2912,Youll Be Safe Here,Rivermaya,"['C', 'G', 'Dm', 'F', 'C', 'G', 'Dm']",C
2913,Youll Be Safe Here,Rivermaya,"['F', 'C', 'G', 'Dm']",C
2914,Youll Be Safe Here,Rivermaya,"['C', 'G', 'Dm', 'F']",C
2915,Youll Be Safe Here,Rivermaya,"['Dm', 'Am', 'G']",C
2916,Youll Be Safe Here,Rivermaya,"['C', 'G', 'Dm']",C
2917,If You Could Read My Mind,Gordon Lightfoot,"['C', 'Am7', 'D']",G
2918,All Along The Watchtower,Bob Dylan,"['C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m']",E
2919,All Along The Watchtower,Bob Dylan,"['C#m', 'B', 'A', 'B']",E
2920,All Along The Watchtower,Bob Dylan,"['C#m', 'B', 'A', 'B', 'C#m']",E
2921,All Along The Watchtower,Bob Dylan,"['C#m', 'B', 'A', 'B']",E
2922,Light My Fire,The Doors,"['Am7', 'F#m7']",G
2923,Light My Fire,The Doors,"['G', 'A', 'D']",D
2924,The Lion King - Hakuna Matata,Misc Cartoons,"['Bb', 'F', 'C']",F
2925,The Lion King - Hakuna Matata,Misc Cartoons,"['G', 'C', 'F']",C
2926,Learning To Fly,Tom Petty and The Heartbreakers,"['F', 'C', 'Am', 'G']",C
2927,Learning To Fly,Tom Petty and The Heartbreakers,"['G', 'F', 'C', 'Am']",C
2928,Learning To Fly,Tom Petty and The Heartbreakers,"['F', 'C', 'Am', 'G']",C
2929,Learning To Fly,Tom Petty and The Heartbreakers,"['G', 'F', 'C', 'Am']",C
2930,Badfish,Sublime,"['A', 'Bm', 'G', 'A']",D
2931,Badfish,Sublime,"['A', 'Bm', 'G', 'A']",D
2932,Badfish,Sublime,"['A', 'D']",A
2933,Above All,Michael W. Smith,"['D', 'G', 'Em', 'D', 'C', 'G', 'Am', 'Em', 'C']",G
2934,Above All,Michael W. Smith,"['G', 'Am', 'D', 'G']",G
2935,Above All,Michael W. Smith,"['D', 'G', 'G', 'Am']",G
2936,Above All,Michael W. Smith,"['G', 'C', 'D']",G
2937,Above All,Michael W. Smith,"['C', 'D', 'G']",G
2938,First Day Of My Life,Bright Eyes,"['Dmadd9', 'C', 'Am7']",C
2939,1 2 Lovesong,Die Ärzte,"['Em', 'Em7', 'Em6', 'Em', 'C', 'D']",G
2940,1 2 Lovesong,Die Ärzte,"['Em', 'C', 'D']",G
2941,1 2 Lovesong,Die Ärzte,"['C', 'D', 'Em', 'Em7', 'Em6', 'Em']",G
2942,1 2 Lovesong,Die Ärzte,"['C', 'D', 'G', 'D']",G
2943,1 2 Lovesong,Die Ärzte,"['Em', 'F#m', 'G', 'A']",D
2944,1 2 Lovesong,Die Ärzte,"['Em', 'C', 'D']",G
2945,Mungkin Nanti,Peterpan,"['C', 'Em', 'F', 'C']",C
2946,Mungkin Nanti,Peterpan,"['C', 'Em', 'F', 'G']",C
2947,Southern Cross,"Crosby, Stills & Nash","['A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D']",D
2948,Southern Cross,"Crosby, Stills & Nash","['A', 'G', 'D', 'A', 'G', 'D', 'Bm', 'A']",D
2949,Southern Cross,"Crosby, Stills & Nash","['A', 'G', 'D']",D
2950,Southern Cross,"Crosby, Stills & Nash","['D', 'G', 'A']",D
2951,Southern Cross,"Crosby, Stills & Nash","['A', 'G', 'D', 'G']",D
2952,Southern Cross,"Crosby, Stills & Nash","['A', 'G', 'D', 'A']",D
2953,Southern Cross,"Crosby, Stills & Nash","['A', 'G', 'D']",D
2954,Southern Cross,"Crosby, Stills & Nash","['D', 'G', 'A']",D
2955,Please Dont Touch My Birdie,Parokya ni Edgar,"['A', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'D']",A
2956,Mr Tambourine Man,Bob Dylan,"['D', 'G', 'D', 'G', 'A', 'Asus4', 'A', 'G', 'A']",D
2957,Mr Tambourine Man,Bob Dylan,"['D', 'G', 'D', 'G', 'D', 'G', 'A', 'G', 'A']",D
2958,Mr Tambourine Man,Bob Dylan,"['D', 'G', 'D', 'G', 'D', 'G']",D
2959,Mr Tambourine Man,Bob Dylan,"['D', 'G']",D
2960,Mr Tambourine Man,Bob Dylan,"['D', 'G', 'A']",D
2961,Over The Rainbow What A Wonderful World,Israel Kamakawiwoʻole,"['C', 'Em', 'C', 'G', 'D', 'C']",G
2962,Over The Rainbow What A Wonderful World,Israel Kamakawiwoʻole,"['Em', 'C', 'G', 'D/F#', 'C']",G
2963,Over The Rainbow What A Wonderful World,Israel Kamakawiwoʻole,"['G', 'D', 'Em', 'C']",G
2964,Over The Rainbow What A Wonderful World,Israel Kamakawiwoʻole,"['Em', 'C', 'G', 'D/F#']",G
2965,Winter,Joshua Radin,"['Am', 'F', 'C', 'G']",C
2966,Winter,Joshua Radin,"['Am', 'F', 'C', 'G']",C
2967,Winter,Joshua Radin,"['Dm', 'G', 'C', 'F']",C
2968,Winter,Joshua Radin,"['F', 'G', 'C', 'G']",C
2969,Winter,Joshua Radin,"['G', 'F', 'C', 'Am']",C
2970,Let Me Go,3 Doors Down,"['C#m', 'B', 'A', 'B', 'C#m', 'B', 'G#m', 'A']",E
2971,Let Me Go,3 Doors Down,"['B', 'A', 'C#m', 'E']",E
2972,Let Me Go,3 Doors Down,"['B', 'C#m', 'A', 'C#m']",E
2973,Alive,Pearl Jam,"['A', 'G']",D
2974,Alive,Pearl Jam,"['A', 'G', 'A', 'G', 'A', 'G']",D
2975,Alive,Pearl Jam,"['A', 'A', 'Esus', 'Asus', 'A', 'Esus']",A
2976,Alive,Pearl Jam,"['A', 'G']",D
2977,Alive,Pearl Jam,"['F', 'G', 'C']",C
2978,Alive,Pearl Jam,"['G', 'A', 'A']",D
2979,Alive,Pearl Jam,"['A', 'Esus', 'Asus']",A
2980,Alive,Pearl Jam,"['B', 'Badd9', 'B']",B
2981,Hear You Me,Jimmy Eat World,"['Asus4', 'G', 'Asus4', 'G', 'Asus4', 'Em7', 'G', 'Asus4', 'G']",D
2982,Hear You Me,Jimmy Eat World,"['G', 'Asus4', 'G', 'Asus4', 'Em7']",D
2983,Hear You Me,Jimmy Eat World,"['G', 'Asus4']",D
2984,Hear You Me,Jimmy Eat World,"['Asus4', 'Bm7add11', 'G6']",D
2985,Because Of You,Kelly Clarkson,"['G5', 'Bm', 'Emadd9', 'Em', 'D']",G
2986,Because Of You,Kelly Clarkson,"['D', 'Bm', 'Em', 'Dsus']",D
2987,Because Of You,Kelly Clarkson,"['D', 'Bm', 'Em']",D
2988,Basket Case,Green Day,"['C', 'D', 'G', 'D']",G
2989,Basket Case,Green Day,"['G', 'D', 'Em', 'Bm', 'C', 'G', 'D']",G
2990,Basket Case,Green Day,"['D', 'G', 'D', 'Em', 'Bm', 'C', 'G']",G
2991,Basket Case,Green Day,"['C', 'D', 'G', 'D']",G
2992,Basket Case,Green Day,"['C', 'D', 'G']",G
2993,Basket Case,Green Day,"['C', 'G', 'D']",G
2994,Heaven,Bryan Adams,"['D', 'C', 'D', 'Em', 'G', 'C', 'C', 'D', 'Em']",G
2995,Heaven,Bryan Adams,"['D', 'D', 'D']",D
2996,Breathe 2 Am,Anna Nalick,"['G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A']",D
2997,Breathe 2 Am,Anna Nalick,"['G', 'D', 'A']",D
2998,Breathe 2 Am,Anna Nalick,"['A', 'G', 'D', 'A']",D
2999,Breathe 2 Am,Anna Nalick,"['Bm', 'D', 'A', 'E']",A
3000,Breathe 2 Am,Anna Nalick,"['G', 'D', 'A']",D
3001,Jumper,Third Eye Blind,"['G', 'Am', 'C', 'G']",G
3002,Jumper,Third Eye Blind,"['G', 'Am', 'C']",G
3003,Jumper,Third Eye Blind,"['G', 'Am', 'C', 'G']",G
3004,Jumper,Third Eye Blind,"['Am', 'C', 'G']",C
3005,Jumper,Third Eye Blind,"['G', 'Am', 'C']",G
3006,Still Loving You,Scorpions,"['E', 'F#m', 'D', 'A']",A
3007,Still Loving You,Scorpions,"['F#m', 'D', 'A', 'E']",A
3008,Still Loving You,Scorpions,"['E', 'F#m', 'D', 'A']",A
3009,Collide,Howie Day,"['Em', 'C', 'D']",G
3010,All About You,McFly,"['C', 'Am', 'Dm', 'G']",C
3011,When The Stars Go Blue,Ryan Adams,"['G', 'D', 'Am', 'G', 'D', 'Am', 'G', 'D', 'Am', 'C']",G
3012,When The Stars Go Blue,Ryan Adams,"['Am', 'C', 'G', 'D']",G
3013,When The Stars Go Blue,Ryan Adams,"['C', 'G', 'D']",G
3014,When The Stars Go Blue,Ryan Adams,"['G', 'D', 'Am']",G
3015,When The Stars Go Blue,Ryan Adams,"['Am', 'C', 'G', 'D']",G
3016,When The Stars Go Blue,Ryan Adams,"['C', 'G', 'D']",G
3017,When The Stars Go Blue,Ryan Adams,"['G', 'D', 'Am']",G
3018,You And Me,Lifehouse,"['G', 'Am', 'C', 'Em', 'G', 'Em', 'D']",G
3019,You And Me,Lifehouse,"['D', 'G', 'Am', 'C', 'Em', 'G', 'Em']",G
3020,You And Me,Lifehouse,"['G', 'C', 'G/F#', 'Em', 'D', 'C']",G
3021,You And Me,Lifehouse,"['Em', 'D', 'C', 'G', 'C', 'G/F#']",G
3022,Bless The Broken Road,Rascal Flatts,"['F', 'G', 'Am', 'F', 'G', 'Fsus2', 'G', 'Am7', 'F', 'C']",C
3023,Bless The Broken Road,Rascal Flatts,"['Fsus2', 'G', 'Am7', 'F', 'C']",C
3024,Wildflowers,Tom Petty,"['G', 'D', 'A', 'D']",D
3025,Wildflowers,Tom Petty,"['G', 'D', 'A', 'D', 'G', 'D', 'A']",D
3026,Wildflowers,Tom Petty,"['G', 'D', 'A', 'D']",D
3027,Wildflowers,Tom Petty,"['G', 'D', 'A']",D
3028,Smooth Criminal,Michael Jackson,"['F', 'F', 'G', 'F']",C
3029,Hanging By A Moment,Lifehouse,"['D', 'Bm', 'A', 'D', 'Bm', 'A', 'D', 'Bm', 'A', 'D']",D
3030,Hanging By A Moment,Lifehouse,"['D', 'Bm', 'A', 'D', 'Bm', 'A', 'D']",D
3031,Hanging By A Moment,Lifehouse,"['D', 'Bm', 'A']",D
3032,Hanging By A Moment,Lifehouse,"['G', 'A', 'Em', 'G', 'A']",D
3033,Hanging By A Moment,Lifehouse,"['D', 'Bm', 'A', 'D']",D
3034,Hanging By A Moment,Lifehouse,"['D', 'Bm', 'A']",D
3035,The Letter,The Box Tops,"['C', 'G', 'F', 'C', 'G']",C
3036,Anak,Freddie Aguilar,"['Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G']",C
3037,Anak,Freddie Aguilar,"['Am', 'Am', 'Am', 'Am', 'F', 'G']",C
3038,Anak,Freddie Aguilar,"['Am', 'F', 'G']",C
3039,Anak,Freddie Aguilar,"['Am', 'Am', 'F', 'G']",C
3040,Anak,Freddie Aguilar,"['Am', 'F', 'G', 'Am']",C
3041,Anak,Freddie Aguilar,"['Am', 'F', 'G']",C
3042,Jolene,Dolly Parton,"['Dm', 'Dm', 'F', 'C', 'Dm', 'C', 'Am']",C
3043,Jolene,Dolly Parton,"['Dm', 'F', 'C', 'Dm', 'C', 'Dm']",C
